,adress,city,room_type,rent,surface m2,furnish,availability,latitude,longitude,utilities,link,living_room,kitchen,shower,toilet,internet,energy_label,pets,room,geometry
446,Gerard Kellerstraat,Den Haag,Room,500,18,Unfurnished,03-04-'22 - Indefinite period  5d,52.061939,4.323398,included,https://kamernet.nl/en/for-rent/room-den-haag/gerard-kellerstraat/room-2033571,Unknown,Shared,Shared,Shared,Unknown,Unknown,3,1,POINT (4.323398 52.061939)
447,Rijswijkseweg,Den Haag,Apartment,700,32,Furnished,03-04-'22 - Indefinite period  5d,52.066456,4.330033,included,https://kamernet.nl/en/for-rent/apartment-den-haag/rijswijkseweg/apartment-2033559,Own,Own,Own,Own,Yes,Unknown,Yes,2,POINT (4.330033 52.066456)
448,Weimarstraat,Den Haag,Apartment,1200,72,Unfurnished,30-03-'22 - Indefinite period  1w,52.076127,4.281884,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/weimarstraat/apartment-2032626,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,By mutual agreement,2,POINT (4.281884 52.076127)
449,Seringenstraat,Den Haag,Room,650,11,Furnished,18-04-'22 - Indefinite period  2w,52.068994,4.27413,included,https://kamernet.nl/en/for-rent/room-den-haag/seringenstraat/room-2032435,Shared,Shared,Shared,Shared,Yes,G,1,1,POINT (4.27413 52.068994)
450,Laakkade,Den Haag,Studio,850,36,Furnished,01-05-'22 - Indefinite period  2w,52.062125,4.322835,included,https://kamernet.nl/en/for-rent/studio-den-haag/laakkade/studio-2032358,Unknown,Own,Own,Own,Yes,B,No,2,POINT (4.322835 52.062125)
451,Lunterenstraat,Den Haag,Room,350,12,Unfurnished,01-04-'22 - Indefinite period  2w,52.069236,4.281553,included,https://kamernet.nl/en/for-rent/room-den-haag/lunterenstraat/room-2032204,Unknown,Shared,Shared,Shared,Yes,A,1,1,POINT (4.281553 52.069236)
452,Kootwijkstraat,Den Haag,Room,800,20,Furnished,01-04-'22 - Indefinite period  2w,52.067409,4.282903,included,https://kamernet.nl/en/for-rent/room-den-haag/kootwijkstraat/room-2032284,Unknown,Shared,Shared,Shared,Yes,B,2,1,POINT (4.282903 52.067409)
453,Beeklaan,Den Haag,Room,400,8,Unfurnished,10-04-'22 - Indefinite period  2w,52.07174,4.283502,excluded,https://kamernet.nl/en/for-rent/room-den-haag/beeklaan/room-2032213,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.283502 52.07174)
454,Bierkade,Den Haag,Room,650,13,Furnished,01-04-'21 - Indefinite period  14 okt '20,52.074903,4.318838,included,https://kamernet.nl/en/for-rent/room-den-haag/bierkade/room-1860250,Shared,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.318838 52.074903)
455,Westeinde,Den Haag,Room,399,10,Uncarpeted,26-03-'22 - Indefinite period  2w,52.076959,4.305535,included,https://kamernet.nl/en/for-rent/room-den-haag/westeinde/room-2031865,Shared,Shared,Shared,Shared,Yes,Unknown,More than 8,1,POINT (4.305535 52.076959)
456,Westeinde,Den Haag,Room,399,10,Unfurnished,26-03-'22 - Indefinite period  2w,52.075714,4.301409,included,https://kamernet.nl/en/for-rent/room-den-haag/westeinde/room-2031864,Unknown,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.301409 52.075714)
457,Laan van Wateringse Veld,Den Haag,Room,400,12,Furnished,25-03-'22 - Indefinite period  2w,52.021864,4.294057,included,https://kamernet.nl/en/for-rent/room-den-haag/laan-van-wateringse-veld/room-2031746,Own,Shared,Shared,Shared,Yes,A,1,1,POINT (4.294057 52.021864)
458,Appelstraat,Den Haag,Room,500,13,Furnished,24-04-'22 - 27-08-'22  2w,52.066686,4.252822,included,https://kamernet.nl/en/for-rent/room-den-haag/appelstraat/room-2031693,Shared,Shared,Shared,Shared,Yes,C,3,1,POINT (4.252822 52.066686)
459,Zoutkeetsingel,Den Haag,Apartment,1078,80,Unfurnished,02-05-'22 - Indefinite period  2w,52.073567,4.297237,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/zoutkeetsingel/apartment-2031699,Own,Own,Own,Own,No,Unknown,No,3,POINT (4.297237 52.073567)
460,Zieken,Den Haag,Room,550,16,Furnished,23-03-'22 - Indefinite period  2w,52.074376,4.320512,excluded,https://kamernet.nl/en/for-rent/room-den-haag/zieken/room-2031293,Shared,Shared,Shared,Own,Yes,A,2,1,POINT (4.320512 52.074376)
461,Vlamingstraat,Den Haag,Room,620,16,Unfurnished,01-06-'22 - Indefinite period  3w,52.076286,4.309108,included,https://kamernet.nl/en/for-rent/room-den-haag/vlamingstraat/room-2031258,Shared,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.309108 52.076286)
462,Apeldoornselaan,Den Haag,Room,750,20,Furnished,30-04-'22 - 30-04-'23  3w,52.069571,4.283317,excluded,https://kamernet.nl/en/for-rent/room-den-haag/apeldoornselaan/room-2031216,Unknown,Shared,Shared,Shared,Yes,C,2,1,POINT (4.283317 52.069571)
463,Prins Hendrikstraat,Den Haag,Apartment,1400,94,Unfurnished,24-03-'22 - Indefinite period  3w,52.08063,4.290151,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/prins-hendrikstraat/apartment-2031133,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,By mutual agreement,3,POINT (4.290151 52.08063)
464,Hengelolaan,Den Haag,Room,650,70,Furnished,01-05-'22 - 01-05-'23  3w,52.049975,4.275281,included,https://kamernet.nl/en/for-rent/room-den-haag/hengelolaan/room-2031086,Shared,Shared,Shared,Shared,Yes,Unknown,1,3,POINT (4.275281 52.049975)
465,Escamplaan,Den Haag,Apartment,1250,70,Unfurnished,01-05-'22 - Indefinite period  3w,52.064112,4.276195,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/escamplaan/apartment-2030904,Own,Own,Own,Own,No,Unknown,No,3,POINT (4.276195 52.064112)
466,Mient,Den Haag,Apartment,1350,87,Unfurnished,01-04-'22 - Indefinite period  3w,52.070389,4.269402,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/mient/apartment-2030896,Own,Own,Own,Own,No,Unknown,No,4,POINT (4.269402 52.070389)
467,Rijswijkseweg,Den Haag,Apartment,1200,50,Unfurnished,20-03-'22 - Indefinite period  3w,52.063312,4.331289,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/rijswijkseweg/apartment-2030744,Own,Own,Own,Own,Yes,B,No,3,POINT (4.331289 52.063312)
468,Brouwersgracht,Den Haag,Room,450,24,Unfurnished,01-05-'22 - Indefinite period  3w,52.073243,4.305379,included,https://kamernet.nl/en/for-rent/room-den-haag/brouwersgracht/room-2030750,Unknown,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.305379 52.073243)
469,Voorthuizenstraat,Den Haag,Apartment,1075,90,Unfurnished,01-05-'22 - 01-05-'24  3w,52.067611,4.279203,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/voorthuizenstraat/apartment-2030619,Own,Own,Own,Own,Yes,Unknown,No,4,POINT (4.279203 52.067611)
470,Loudonstraat,Den Haag,Room,500,11,Uncarpeted,19-03-'22 - Indefinite period  3w,52.085616,4.344896,included,https://kamernet.nl/en/for-rent/room-den-haag/loudonstraat/room-2030535,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.344896 52.085616)
471,Cartesiusstraat,Den Haag,Apartment,1550,70,Furnished,16-03-'22 - 01-04-'23  4w,52.072985,4.281096,included,https://kamernet.nl/en/for-rent/apartment-den-haag/cartesiusstraat/apartment-2029909,Own,Own,Own,Own,No,Unknown,No,3,POINT (4.281096 52.072985)
472,New Yorksingel,Den Haag,Room,950,15,Furnished,15-03-'22 - Indefinite period  4w,52.03088,4.282696,included,https://kamernet.nl/en/for-rent/room-den-haag/new-yorksingel/room-2029685,Shared,Shared,Shared,Shared,Yes,A,3,1,POINT (4.282696 52.03088)
473,Bierkade,Den Haag,Room,650,13,Furnished,01-04-'21 - Indefinite period  14 okt '20,52.074903,4.318838,included,https://kamernet.nl/en/for-rent/room-den-haag/bierkade/room-1860250,Shared,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.318838 52.074903)
474,De Genestetlaan,Den Haag,Apartment,1550,80,Unfurnished,01-04-'22 - Indefinite period  4w,52.059916,4.319905,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/de-genestetlaan/apartment-2029511,Shared,Shared,Shared,Shared,Yes,Unknown,No,4,POINT (4.319905 52.059916)
475,Troelstrakade,Den Haag,Apartment,995,50,Unfurnished,01-05-'22 - 01-05-'23  4w,52.055114,4.306815,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/troelstrakade/apartment-2029202,Own,Own,Own,Own,Unknown,C,No,2,POINT (4.306815 52.055114)
476,Mariottestraat,Den Haag,Room,625,25,Furnished,11-03-'22 - Indefinite period  4w,52.070049,4.276272,included,https://kamernet.nl/en/for-rent/room-den-haag/mariottestraat/room-2028940,Own,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.276272 52.070049)
477,Cilliersstraat,Den Haag,Room,500,14,Furnished,10-03-'22 - Indefinite period  4w,52.067797,4.289071,included,https://kamernet.nl/en/for-rent/room-den-haag/cilliersstraat/room-2028828,Shared,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.289071 52.067797)
478,Indigostraat,Den Haag,Apartment,1695,60,Furnished,01-09-'22 - 01-03-'23  4w,52.068813,4.271749,included,https://kamernet.nl/en/for-rent/apartment-den-haag/indigostraat/apartment-2028814,Own,Own,Own,Own,Yes,Unknown,No,3,POINT (4.271749 52.068813)
479,Torenstraat,Den Haag,Studio,605,18,Furnished,10-03-'22 - Indefinite period  4w,52.079344,4.302826,excluded,https://kamernet.nl/en/for-rent/studio-den-haag/torenstraat/studio-2028794,Own,Own,Own,Own,Yes,A,No,1,POINT (4.302826 52.079344)
480,Allard Piersonlaan,Den Haag,Apartment,1600,77,Unfurnished,09-03-'22 - Indefinite period  4w,52.058884,4.325725,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/allard-piersonlaan/apartment-2028547,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,4,POINT (4.325725 52.058884)
481,Stuyvesantstraat,Den Haag,Room,400,10,Uncarpeted,09-03-'22 - Indefinite period  09 Mar,52.087149,4.343571,included,https://kamernet.nl/en/for-rent/room-den-haag/stuyvesantstraat/room-2028495,Unknown,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.343571 52.087149)
482,Allard Piersonlaan,Den Haag,Apartment,1750,85,Unfurnished,09-03-'22 - Indefinite period  08 Mar,52.058884,4.325725,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/allard-piersonlaan/apartment-2028353,Own,Own,Own,Own,Yes,Unknown,No,4,POINT (4.325725 52.058884)
483,Vosmaerstraat,Den Haag,Room,450,15,Uncarpeted,04-03-'22 - 05-06-'22  04 Mar,52.053559,4.310038,included,https://kamernet.nl/en/for-rent/room-den-haag/vosmaerstraat/room-2027531,Unknown,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.310038 52.053559)
484,Laan van Meerdervoort,Den Haag,Room,365,12,Unfurnished,01-04-'22 - Indefinite period  04 Mar,52.075927,4.268942,included,https://kamernet.nl/en/for-rent/room-den-haag/laan-van-meerdervoort/room-2027452,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.268942 52.075927)
485,Prinses Mariestraat,Den Haag,Apartment,1350,65,Unfurnished,03-03-'22 - Indefinite period  03 Mar,52.086531,4.310626,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/prinses-mariestraat/apartment-2027285,Own,Own,Own,Own,Yes,Unknown,No,3,POINT (4.310626 52.086531)
486,Prinsestraat,Den Haag,Apartment,1800,100,Unfurnished,19-03-'22 - Indefinite period  03 Mar,52.078389,4.30643,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/prinsestraat/apartment-2027270,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,By mutual agreement,4,POINT (4.30643 52.078389)
487,Willem de Zwijgerlaan,Den Haag,Room,600,30,Unfurnished,28-02-'22 - Indefinite period  02 Mar,52.091062,4.27016,included,https://kamernet.nl/en/for-rent/room-den-haag/willem-de-zwijgerlaan/room-2026500,Unknown,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.27016 52.091062)
488,Hoge Zand,Den Haag,Apartment,1500,70,Furnished,01-05-'22 - Indefinite period  02 Mar,52.073414,4.307626,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/hoge-zand/apartment-2027002,Own,Own,Own,Own,Yes,Unknown,No,3,POINT (4.307626 52.073414)
489,Soestdijksekade,Den Haag,Room,495,12,Furnished,30-04-'22 - Indefinite period  01 Mar,52.061261,4.279108,included,https://kamernet.nl/en/for-rent/room-den-haag/soestdijksekade/room-2026912,Shared,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.279108 52.061261)
490,Roggekamp,Den Haag,Studio,1050,33,Furnished,01-03-'22 - Indefinite period  28 Feb,52.090737,4.351248,included,https://kamernet.nl/en/for-rent/studio-den-haag/roggekamp/studio-2026562,Own,Own,Own,Own,Yes,C,No,1,POINT (4.351248 52.090737)
491,Kranestraat,Den Haag,Room,480,11,Unfurnished,01-04-'22 - Indefinite period  27 Feb,52.0749,4.316814,included,https://kamernet.nl/en/for-rent/room-den-haag/kranestraat/room-2026298,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (4.316814 52.0749)
492,Bierkade,Den Haag,Room,650,13,Furnished,01-04-'21 - Indefinite period  14 okt '20,52.074903,4.318838,included,https://kamernet.nl/en/for-rent/room-den-haag/bierkade/room-1860250,Shared,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.318838 52.074903)
493,Koningin Emmakade,Den Haag,Room,568,12,Unfurnished,01-04-'22 - Indefinite period  27 Feb,52.079318,4.290636,included,https://kamernet.nl/en/for-rent/room-den-haag/koningin-emmakade/room-2026368,Shared,Shared,Shared,Shared,Yes,Unknown,8,1,POINT (4.290636 52.079318)
494,Zoutmanstraat,Den Haag,Room,1000,70,Uncarpeted,24-02-'22 - Indefinite period  24 Feb,52.083044,4.293693,included,https://kamernet.nl/en/for-rent/room-den-haag/zoutmanstraat/room-2025732,Own,Own,Own,Own,Yes,A,Unknown,3,POINT (4.293693 52.083044)
495,De Perponcherstraat,Den Haag,Apartment,1495,50,Unfurnished,22-02-'22 - Indefinite period  22 Feb,52.07822,4.289744,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/de-perponcherstraat/apartment-2025337,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,By mutual agreement,2,POINT (4.289744 52.07822)
496,Laan van Meerdervoort,Den Haag,Apartment,2500,155,Unfurnished,18-03-'22 - Indefinite period  22 Feb,52.079655,4.280344,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/laan-van-meerdervoort/apartment-2025334,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,By mutual agreement,1,POINT (4.280344 52.079655)
497,Margrietstraat,Den Haag,Apartment,2250,160,Unfurnished,01-04-'22 - 30-03-'23  22 Feb,52.066163,4.237202,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/margrietstraat/apartment-2025324,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,By mutual agreement,5,POINT (4.237202 52.066163)
498,Gedempte Gracht,Den Haag,Apartment,1950,120,Unfurnished,01-06-'21 - Indefinite period  09 mei '20,52.076428,4.314644,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/gedempte-gracht/apartment-1803408,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,3,POINT (4.314644 52.076428)
499,Van Speykstraat,Groningen,Room,340,9,Uncarpeted,01-06-'22 - Indefinite period  2h,53.212368,6.553462,excluded,https://kamernet.nl/en/for-rent/room-groningen/van-speykstraat/room-2034831,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (6.553462 53.212368)
500,Menkemaborgstraat,Nijmegen,Room,349,6,Unfurnished,01-05-'22 - Indefinite period  2h,51.803865,5.82145,excluded,https://kamernet.nl/en/for-rent/room-nijmegen/menkemaborgstraat/room-1863690,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (5.82145 51.803865)
501,Jennerstraat,Amsterdam,Room,850,18,Furnished,31-05-'22 - Indefinite period  2h,52.347721,4.938399,included,https://kamernet.nl/en/for-rent/room-amsterdam/jennerstraat/room-2034947,Shared,Shared,Shared,Shared,Yes,Unknown,1,1,POINT (4.938399 52.347721)
502,Buizenwerf,Rotterdam,Studio,780,36,Unfurnished,01-06-'22 - Indefinite period  2h,51.918653,4.511781,excluded,https://kamernet.nl/en/for-rent/studio-rotterdam/buizenwerf/studio-2034943,Own,Own,Own,Own,Yes,A,No,1,POINT (4.511781 51.918653)
503,Kadijkselaan,Bergambacht,Room,360,10,Furnished,01-06-'22 - 01-07-'23  2h,51.940786,4.78369,included,https://kamernet.nl/en/for-rent/room-bergambacht/kadijkselaan/room-2034939,Unknown,Shared,Shared,Shared,Yes,Unknown,4,1,POINT (4.78369 51.940786)
504,Lucas de Kockstraat,Ede,Room,260,8,Furnished,01-05-'22 - Indefinite period  2h,52.020214,5.656151,included,https://kamernet.nl/en/for-rent/room-ede/lucas-de-kockstraat/room-2034928,Unknown,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (5.656151 52.020214)
505,Jan Sluijterslaan,Haarlem,Room,950,30,Furnished,17-06-'22 - 17-06-'24  1d,52.377086,4.665358,included,https://kamernet.nl/en/for-rent/room-haarlem/jan-sluijterslaan/room-2034684,Own,Own,Own,Own,Yes,A,2,1,POINT (4.665358 52.377086)
506,Jansveld,Utrecht,Studio,850,21,Uncarpeted,15-04-'22 - 14-04-'24  2d,52.093884,5.11991,included,https://kamernet.nl/en/for-rent/studio-utrecht/jansveld/studio-2033647,Own,Own,Own,Own,Yes,B,No,1,POINT (5.11991 52.093884)
507,Skrok,Leeuwarden,Apartment,2100,105,Uncarpeted,17-04-'22 - Indefinite period  3d,53.214605,5.786579,excluded,https://kamernet.nl/en/for-rent/apartment-leeuwarden/skrok/apartment-2034155,Own,Own,Own,Own,Yes,B,By mutual agreement,5,POINT (5.786579 53.214605)
508,Bentelobrink,Enschede,Room,250,13,Furnished,05-04-'22 - Indefinite period  4d,52.192765,6.872902,included,https://kamernet.nl/en/for-rent/room-enschede/bentelobrink/room-2034059,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (6.872902 52.192765)
509,Mendelssohnstraat,Leeuwarden,Apartment,760,50,Unfurnished,04-04-'22 - Indefinite period  5d,53.208128,5.781527,excluded,https://kamernet.nl/en/for-rent/apartment-leeuwarden/mendelssohnstraat/apartment-2033679,Own,Own,Own,Own,Unknown,Unknown,No,2,POINT (5.781527 53.208128)
510,Lange Rij,Deventer,Room,435,18,Unfurnished,01-04-'22 - Indefinite period  2w,52.258392,6.163507,included,https://kamernet.nl/en/for-rent/room-deventer/lange-rij/room-1865209,Unknown,Own,Shared,Shared,Yes,B,3,1,POINT (6.163507 52.258392)
511,Hoogeweg,Groningen,Studio,795,21,Furnished,07-03-'22 - Indefinite period  07 Mar,53.235392,6.528413,included,https://kamernet.nl/en/for-rent/studio-groningen/hoogeweg/studio-2028050,Own,Own,Own,Own,Yes,Unknown,No,1,POINT (6.528413 53.235392)
512,Noorderhagen,Enschede,Room,270,20,Unfurnished,20-08-'21 - Indefinite period  22 aug '21,52.221643,6.894667,excluded,https://kamernet.nl/en/for-rent/room-enschede/noorderhagen/room-1981767,Shared,Shared,Shared,Shared,Yes,Unknown,8,1,POINT (6.894667 52.221643)
513,Presidentstraat,Almere,Room,600,12,Furnished,01-04-'22 - Indefinite period  20 sep '21,52.375211,5.209852,included,https://kamernet.nl/en/for-rent/room-almere/presidentstraat/room-1989403,Shared,Shared,Shared,Shared,Yes,C,3,1,POINT (5.209852 52.375211)
514,Jisperveldstraat,Amsterdam,Room,750,10,Furnished,31-08-'22 - Indefinite period  11 feb '21,52.39826,4.950378,included,https://kamernet.nl/en/for-rent/room-amsterdam/jisperveldstraat/room-1909443,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (4.950378 52.39826)
515,Badhuiskade,Amsterdam,Room,950,20,Furnished,01-12-'21 - 28-02-'22  15 jan '21,52.38523,4.905705,included,https://kamernet.nl/en/for-rent/room-amsterdam/badhuiskade/room-1899434,Shared,Shared,Shared,Shared,Yes,Unknown,Unknown,1,POINT (4.905705 52.38523)
516,Rosendaalsestraat,Arnhem,Room,475,11,Furnished,01-08-'22 - Indefinite period  02 jan '21,51.987653,5.923496,included,https://kamernet.nl/en/for-rent/room-arnhem/rosendaalsestraat/room-1893144,Shared,Shared,Shared,Shared,Yes,Unknown,3,1,POINT (5.923496 51.987653)
517,Buizenwerf,Rotterdam,Studio,654,26,Unfurnished,01-05-'22 - Indefinite period  3h,51.918653,4.511781,excluded,https://kamernet.nl/en/for-rent/studio-rotterdam/buizenwerf/studio-2034935,Own,Own,Own,Own,Yes,A,No,1,POINT (4.511781 51.918653)
518,Rijswijkseweg,Den Haag,Apartment,2500,105,Unfurnished,10-04-'22 - Indefinite period  3h,52.067998,4.327492,included,https://kamernet.nl/en/for-rent/apartment-den-haag/rijswijkseweg/apartment-2033919,Own,Own,Own,Own,Unknown,Unknown,No,6,POINT (4.327492 52.067998)
519,Milosdreef,Utrecht,Room,480,10,Uncarpeted,24-04-'22 - Indefinite period  3h,52.116149,5.112827,included,https://kamernet.nl/en/for-rent/room-utrecht/milosdreef/room-2034917,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (5.112827 52.116149)
520,Elsstraat,Den Haag,Apartment,1095,60,Furnished,01-07-'22 - Indefinite period  3h,52.078267,4.271795,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/elsstraat/apartment-2034920,Own,Own,Own,Own,Yes,Unknown,No,2,POINT (4.271795 52.078267)
521,Dravik,Malden,Room,350,6,Furnished,09-04-'22 - Indefinite period  3h,51.776218,5.863507,included,https://kamernet.nl/en/for-rent/room-malden/dravik/room-2034910,Shared,Shared,Shared,Shared,Yes,Unknown,2,1,POINT (5.863507 51.776218)
522,Kruidentuinen,Den Haag,Apartment,1275,79,Unfurnished,01-05-'22 - Indefinite period  3h,52.057435,4.246801,excluded,https://kamernet.nl/en/for-rent/apartment-den-haag/kruidentuinen/apartment-2034909,Own,Own,Own,Own,No,Unknown,By mutual agreement,4,POINT (4.246801 52.057435)
523,Turennesingel,Lent,Room,425,17,Unfurnished,01-07-'22 - Indefinite period  3h,51.869243,5.872279,included,https://kamernet.nl/en/for-rent/room-lent/turennesingel/room-2034907,Unknown,Shared,Shared,Shared,Yes,A,1,1,POINT (5.872279 51.869243)
524,Hamburgerstraat,Groningen,Room,365,12,Uncarpeted,20-04-'22 - Indefinite period  3h,53.231676,6.577408,included,https://kamernet.nl/en/for-rent/room-groningen/hamburgerstraat/room-2034904,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,3,1,POINT (6.577408 53.231676)
